source_sequence,project_name,normalized_project_name,source_operation_mode,operation_strategy,operation_strategy_label,source_file,source_received_date
495,中国移动四川公司成都分公司2021-2022年渠道维修采购项目框架协议,中国移动四川公司成都分公司2021-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
496,成都（北部商城）西部国际家电交易中心1#楼及地下室,成都(北部商城)西部国际家电交易中心1#楼及地下室,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
497,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目,苍溪县2020年龙山镇金虎村12个村和龙山镇水娅村等12个村城乡建设用地增减挂钩项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
498,中国移动四川公司雅安分公司2021-2022年渠道维修采购项目框架协议,中国移动四川公司雅安分公司2021-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
499,中国移动四川公司广元分公司2021-2022年渠道维修采购项目框架协议,中国移动四川公司广元分公司2021-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
500,中国移动四川公司德阳分公司2021-2022年渠道维修采购项目框架协议,中国移动四川公司德阳分公司2021-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
501,中国移动四川公司绵阳分公司2021-2022年渠道维修采购项目框架协议,中国移动四川公司绵阳分公司2021-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
502,中国移动四川分公司巴中分公司2021-2022渠道维修采购项目框架协议,中国移动四川分公司巴中分公司2021-2022渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
503,中国移动下游采购合同平台,中国移动下游采购合同平台,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
504,太行山路（钱塘江路-信江路）道路工程水泥稳定基层施工专业分包,太行山路(钱塘江路-信江路)道路工程水泥稳定基层施工专业分包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
505,经开物业小区门卫翻新工程,经开物业小区门卫翻新工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
506,南开两江中学学校宿舍改造工程,南开两江中学学校宿舍改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
507,珠峰文化旅游创意产业园区基础设施建设项目一期工程第一标段、二标段,珠峰文化旅游创意产业园区基础设施建设项目一期工程第一标段、二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
508,绵阳市粮食质量安全检验监测体系建设（第三次）项目,绵阳市粮食质量安全检验监测体系建设(第三次)项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
509,中江县北塔南北干道至东二环道路二期工程,中江县北塔南北干道至东二环道路二期工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
510,什邡市经济开发区横十七路,什邡市经济开发区横十七路,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
511,张家河洪安镇三村村10组和大同村11组护坡整治工程,张家河洪安镇三村村10组和大同村11组护坡整治工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
512,S206线K3+440-K4+040段改建工程施工全一标段,S206线K3+440-K4+040段改建工程施工全一标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
513,澜公馆景观工程,澜公馆景观工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
514,中江实验中学新建教学及辅助用房和附属工程（一期）,中江实验中学新建教学及辅助用房和附属工程(一期),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
515,珠峰文化旅游创意产业园区基础设施项目一期工程第三标段,珠峰文化旅游创意产业园区基础设施项目一期工程第三标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
516,高坪区2020年中央财政高标准农田建设项目（老君东观片区）标段,高坪区2020年中央财政高标准农田建设项目(老君东观片区)标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
517,广汉市金轮镇铁塔路维修工程项目,广汉市金轮镇铁塔路维修工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
518,德阳黄河路（黄山路至秦岭山路）提档升级改造工程等7个基础设施建设项目融资 EPC工程绵远河（青衣江路大桥至钱塘江路大桥）生态整治工程（园路JLC）分包合同,德阳黄河路(黄山路至秦岭山路)提档升级改造工程等7个基础设施建设项目融资EPC工程绵远河(青衣江路大桥至钱塘江路大桥)生态整治工程(园路JLC)分包合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
519,花园路街道古楼片区配套基础设施建设工程,花园路街道古楼片区配套基础设施建设工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
520,太行山路（钱塘江路-信江路）道路工程劳务分包,太行山路(钱塘江路-信江路)道路工程劳务分包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
521,通江大道石塔立交北侧下穿通道工程,通江大道石塔立交北侧下穿通道工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
522,大英县城西片区棚户区改造城中村项目（三期）一标段建设项目、郪江北安置房建设项目、盐华小学校建设EPC项目,大英县城西片区棚户区改造城中村项目(三期)一标段建设项目、郪江北安置房建设项目、盐华小学校建设EPC项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
523,何埂小学新建综合楼、食堂及运动场工程,何埂小学新建综合楼、食堂及运动场工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
524,西藏方向军事设施建设项目EPC工程总承包合同12项目LBYQ-室外强弱电工程施工劳务分包合同,西藏方向军事设施建设项目EPC工程总承包合同12项目LBYQ-室外强弱电工程施工劳务分包合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
525,仁中风华二期工程,仁中风华二期工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
526,新能源电气控制系统研发制造中心项目,新能源电气控制系统研发制造中心项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
527,孝感镇和平村1、2、3、6、7组墓地迁建区域配套项目,孝感镇和平村1、2、3、6、7组墓地迁建区域配套项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
528,包维柏工程,包维柏工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
529,2017年公路水毁修复工程（双石镇）,2017年公路水毁修复工程(双石镇),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
530,向东工程,向东工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
531,中国移动四川公司天府新区分公司2020-2022年渠道维修采购项目,中国移动四川公司天府新区分公司2020-2022年渠道维修采购项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
532,“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程,“首府花雨树”，“第一生活宿舍区”、“天湖银杏苑”给水工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
533,经开区市政设施零星工程维护,经开区市政设施零星工程维护,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
534,树木移栽合同,树木移栽合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
535,德阳市寿丰河截污干管工程劳务分包,德阳市寿丰河截污干管工程劳务分包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
536,林芝市财富阳光建设项目消防工程,林芝市财富阳光建设项目消防工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
537,建筑门窗、幕墙工程施工图深化设计项目,建筑门窗、幕墙工程施工图深化设计项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
538,国网德阳供电公司综合中心建设场地平整工程,国网德阳供电公司综合中心建设场地平整工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
539,保盛公司采购平台,保盛公司采购平台,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
540,广汉市文化体育中心室外篮球场维修项目,广汉市文化体育中心室外篮球场维修项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
541,幸福人家A区区域景观土建工程,幸福人家A区区域景观土建工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
542,铜梁区永嘉镇2020年断头路、联网路建设圣水村八组、塘坪村十一组、十七组公路工程,铜梁区永嘉镇2020年断头路、联网路建设圣水村八组、塘坪村十一组、十七组公路工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
543,洪安镇土门村杂柑基地改造提升项目,洪安镇土门村杂柑基地改造提升项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
544,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,邛崃市羊安工业园区天然气分布式能源项目综合楼外墙装修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
545,阳市罗江区秀水河2020年水毁修复工程（劳务）一标段项目、二标段,阳市罗江区秀水河2020年水毁修复工程(劳务)一标段项目、二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
546,布拖县2016年—2019年安全住房地质隐患应急抢险项目建设工程（火烈乡）,布拖县2016年-2019年安全住房地质隐患应急抢险项目建设工程(火烈乡),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
547,苍溪县2020年高标准农田建设（施工六）,苍溪县2020年高标准农田建设(施工六),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
548,23号油库立式油罐防腐处理及改造合同,23号油库立式油罐防腐处理及改造合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
549,中国民用航空飞行学院院本部雨污分流工程,中国民用航空飞行学院院本部雨污分流工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
550,龙泉驿区2020年人行道整治提升工程（怡安路、合聚路、玉扬路）,龙泉驿区2020年人行道整治提升工程(怡安路、合聚路、玉扬路),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
551,中江公司变电检修班“工人先锋号”环境整治,中江公司变电检修班“工人先锋号”环境整治,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
552,中国移动四川公司乐山分公司2020-2022年渠道维修采购项目框架协议,中国移动四川公司乐山分公司2020-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
553,德阳市绵远河西岸生态整治工程（青衣江路-牡丹江路）,德阳市绵远河西岸生态整治工程(青衣江路-牡丹江路),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
554,旌阳区保密局办公室改造,旌阳区保密局办公室改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
555,东湖山水土石方挖运工程,东湖山水土石方挖运工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
556,德阳新城吾悦广场住宅整期幕墙工程,德阳新城吾悦广场住宅整期幕墙工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
557,中国移动四川公司眉山分公司2020-2022年渠道维修采购项目框架协议,中国移动四川公司眉山分公司2020-2022年渠道维修采购项目框架协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
558,大興壹號售楼部装修项目,大興壹號售楼部装修项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
559,九寨沟县假日阳光建设项目（酒店标段）勘察-设计-施工总承包（EPC）项目,九寨沟县假日阳光建设项目(酒店标段)勘察-设计-施工总承包(EPC)项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
560,结古、囊谦、治多路政大队和共和塔拉滩超限站配置发电机以及电路改造项目,结古、囊谦、治多路政大队和共和塔拉滩超限站配置发电机以及电路改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
561,梦溪苑商住项目外墙保温装饰一体板制作安装分包工程,梦溪苑商住项目外墙保温装饰一体板制作安装分包工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
562,布拖县2016年—2019年安全住房地质隐患应急抢险项目,布拖县2016年-2019年安全住房地质隐患应急抢险项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
563,成绵高速德阳收费站维修工程,成绵高速德阳收费站维修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
564,中江县仓山镇郪江桥梁工程,中江县仓山镇郪江桥梁工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
565,宜宾机场航站区配套工程公安设备工程,宜宾机场航站区配套工程公安设备工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
566,米易县南部新城市政道路及生态湿地公园PPP项目-湿地公园建设项目,米易县南部新城市政道路及生态湿地公园PPP项目-湿地公园建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
567,实验幼儿园卫生间及功能室维修工程,实验幼儿园卫生间及功能室维修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
568,旌阳区孝感镇灵庙村2017年节水型社会重点县建设项目,旌阳区孝感镇灵庙村2017年节水型社会重点县建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
569,九寨沟县漳扎镇小学校等灾后重建项目部-九寨沟干部职工周转房,九寨沟县漳扎镇小学校等灾后重建项目部-九寨沟干部职工周转房,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
570,天台湖小区新增门卫室工程,天台湖小区新增门卫室工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
571,四川省玻纤集团有限公司屋面维修工程,四川省玻纤集团有限公司屋面维修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
572,幸福人家项目工程,幸福人家项目工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
573,富加镇河堰村、和桂村2017年易地扶贫搬迁基础设施建设项目,富加镇河堰村、和桂村2017年易地扶贫搬迁基础设施建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
574,金阳县青松乡中坪村至白银厂村连接路工程,金阳县青松乡中坪村至白银厂村连接路工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
575,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程青衣江路公园剩余工程,德阳市中心城区穿城堰、丁家堰、干河子、胜利堰四条黑臭水体整治工程青衣江路公园剩余工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
576,铜梁区太平镇团碾村十七组（CU69）公路工程,铜梁区太平镇团碾村十七组(CU69)公路工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
577,谢勤林工程（万兴项目）,谢勤林工程(万兴项目),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
578,工程学院零星项目,工程学院零星项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
579,德阳市龙泉山北路（泾河路-青衣江路）更换井座盖,德阳市龙泉山北路(泾河路-青衣江路)更换井座盖,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
580,周超工程（德阳二重工程项目）,周超工程(德阳二重工程项目),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
581,铜梁区二坪镇严家村二、三、五组公路工程,铜梁区二坪镇严家村二、三、五组公路工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
582,长江西路北侧（泰山路-华山路）机非隔离带拆除维修工程,长江西路北侧(泰山路-华山路)机非隔离带拆除维修工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
583,中国移动四川西区二枢纽“车库改机房”土建工程,中国移动四川西区二枢纽“车库改机房”土建工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
584,简乃华工程（八角卫生院项目）,简乃华工程(八角卫生院项目),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
585,四川现代农业工程职业学院一期工程（10#教学楼、培训中心）,四川现代农业工程职业学院一期工程(10#教学楼、培训中心),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
586,年产55万吨牛卡及瓦楞纸项目配套废纸制浆车间、上料间、碎浆间、渣处理间工程第三方外协,年产55万吨牛卡及瓦楞纸项目配套废纸制浆车间、上料间、碎浆间、渣处理间工程第三方外协,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
587,玖龙纸业（重庆）有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改（25.4496）,玖龙纸业(重庆)有限公司年产55万吨牛卡及瓦楞纸生产线配套湿式造纸联合厂房工程第三方整改(25.4496),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
588,中国移动四川公司2018-2020年渠道零星维修项目,中国移动四川公司2018-2020年渠道零星维修项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
589,旌南小区消防蓄水池防水防漏维修工程施工合同,旌南小区消防蓄水池防水防漏维修工程施工合同,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
590,违法建（构）筑物拆除工程施工协议,违法建(构)筑物拆除工程施工协议,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
591,中江县殡仪馆提档改建项目工程,中江县殡仪馆提档改建项目工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
592,【广州市花都区殡仪馆迁建工程施工总承包】项目【室外（园建、绿化、道路及护坡工程）】工程,【广州市花都区殡仪馆迁建工程施工总承包】项目【室外(园建、绿化、道路及护坡工程)】工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
593,石亭江-绵远河生态廊道场地平整工程,石亭江-绵远河生态廊道场地平整工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
594,绵远河（青衣江路大桥至钱塘江路大桥）生态整治工程,绵远河(青衣江路大桥至钱塘江路大桥)生态整治工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
595,2018年乐山城域传送网汇聚机房建设工程,2018年乐山城域传送网汇聚机房建设工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
596,前油库卸油平台防腐处理及卸油系统改造项目,前油库卸油平台防腐处理及卸油系统改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
597,德阳市罗江区自来水公司2019年12月至2020年11月管网安装（抢修）零星土石方开挖恢复及用工等外包,德阳市罗江区自来水公司2019年12月至2020年11月管网安装(抢修)零星土石方开挖恢复及用工等外包,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
598,苍溪县鸳溪镇城乡建设用地增减挂钩项目,苍溪县鸳溪镇城乡建设用地增减挂钩项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
599,围墙亮化及环境改造项目,围墙亮化及环境改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
600,“三供一业“院落自来水管网改造工程,“三供一业“院落自来水管网改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
601,剑阁县广播局会议室装修工程项目,剑阁县广播局会议室装修工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
602,石灵社区杂物室、防腐木扶手等零星项目,石灵社区杂物室、防腐木扶手等零星项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
603,林芝市巴宜区八一镇小学运动场维修工程项目,林芝市巴宜区八一镇小学运动场维修工程项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
604,会理县外北乡兴荣村三、四组道路硬化工程二标段,会理县外北乡兴荣村三、四组道路硬化工程二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
605,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目,2018年省级农业综合开发现代农业产业带罗江区3500亩柑橘种植基地改扩建项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
606,大唐甘肃发电有限工程碧口水力发电厂心苑职工家属区物业维修改造,大唐甘肃发电有限工程碧口水力发电厂心苑职工家属区物业维修改造,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
607,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目（标包2）,中国移动四川分公司绵阳片区2018-2020年渠道零星维修项目(标包2),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
608,国道219线22标K1221+200-K1239+705段水稳、透层、沥青混凝土面层工程,国道219线22标K1221+200-K1239+705段水稳、透层、沥青混凝土面层工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
609,德阳市市区背街小巷风貌整治工程（施工二标段）,德阳市市区背街小巷风貌整治工程(施工二标段),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
610,中国移动四川公司全省市州分公司2019-2022年管理用房及生产枢纽楼公共区域零星维修服务项目（标包1）,中国移动四川公司全省市州分公司2019-2022年管理用房及生产枢纽楼公共区域零星维修服务项目(标包1),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
611,中国移动四川分公司成都片区2018-2020年渠道零星维修项目（标包1）,中国移动四川分公司成都片区2018-2020年渠道零星维修项目(标包1),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
612,中国移动四川分公司天府新区2018-2020年渠道零星维修项目（标包4）,中国移动四川分公司天府新区2018-2020年渠道零星维修项目(标包4),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
613,中国移动四川分公司乐山片区2018-2020年渠道零星维修项目（标包5）,中国移动四川分公司乐山片区2018-2020年渠道零星维修项目(标包5),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
614,中国移动四川分公司南充片区2018-2020年渠道零星维修项目（标包9）,中国移动四川分公司南充片区2018-2020年渠道零星维修项目(标包9),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
615,中国移动四川分公司德阳片区2018-2020年渠道零星维修项目（标包14）,中国移动四川分公司德阳片区2018-2020年渠道零星维修项目(标包14),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
616,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目（标包15）,中国移动四川分公司雅安片区2018-2020年渠道零星维修项目(标包15),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
617,易初明通公司拉萨分公司装修及厂区改造项目,易初明通公司拉萨分公司装修及厂区改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
618,柳梧新区地下雨污水管网（部分路段）改造项目,柳梧新区地下雨污水管网(部分路段)改造项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
619,常宜高速公路CY-CZ1标梁场生产区建设项目,常宜高速公路CY-CZ1标梁场生产区建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
620,柳梧新区雨污水管网及防洪渠维保服务采购项目一标段,柳梧新区雨污水管网及防洪渠维保服务采购项目一标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
621,苍溪县五龙镇城乡建设用地增减挂钩项目,苍溪县五龙镇城乡建设用地增减挂钩项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
622,剑阁县2017年国家水土保持重点建设工程剑江项目区治理工程,剑阁县2017年国家水土保持重点建设工程剑江项目区治理工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
623,南充市高坪区恒大悦龙台至三环6期厂区段损毁道路恢复工程建材及配套服务采购项目,南充市高坪区恒大悦龙台至三环6期厂区段损毁道路恢复工程建材及配套服务采购项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
624,德新镇绿化及风貌改造工程,德新镇绿化及风貌改造工程,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
625,全国新增1000亿斤粮食生产能力射洪县2018年田间工程建设项目二标段,全国新增1000亿斤粮食生产能力射洪县2018年田间工程建设项目二标段,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
626,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程（施工2）,普格县2019年产业扶贫特色水果种植示范项目大棚及果园灌溉工程(施工2),公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
627,广汉市南兴镇农业综合开发高标准农田建设项目,广汉市南兴镇农业综合开发高标准农田建设项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
628,罗江县2018年水利发展资金高效节水灌溉项目,罗江县2018年水利发展资金高效节水灌溉项目,公司联营,joint,联营项目,副本项目名称统计表直营41条，联营693条(1).xlsx,2026-05-20
